species,plantType,kingdom,phylum,AngioGymnosperm,dicotMonocot,class,order,family,raunkier,ecoregion,clonality,ramet,genet,Country,temporalReplication,start,end,spatialReplication,dimension,criteriaSize,criteriaStage,criteriaAge,criteria
Fagus_grandifolia,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Megaphanerophyte,TCF,Genet,NA,NA,USA,15,1978,1992,1,9,DBH,NA,NA,S
Festuca_gracillima,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TGS,Ramet,NA,NA,ARG,11,1989,1999,1,4,Area,NA,NA,S
Fritillaria_camschatcensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,TBM,Ramet,NA,NA,JPN,3,1993,1995,2,10,Diameter of aboveground stem at ground level,Yes,NA,S.ST
Fritillaria_meleagris,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,MON,Genet,NA,NA,CHN,3,1981,1983,2,10,Leaf & Stem length,NA,NA,S
Fumana_procumbens,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,Nanophanerophyte,MED,Genet,NA,NA,USA,7,1985,1991,3,6,Branch number,NA,NA,S
Garcinia_lucida,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Clusiaceae,Mesophanerophyte,TMB,Genet,NA,NA,CMR,3,1997,1999,2,8,Yes,NA,NA,S
Gardenia_actinocarpa,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Rubiaceae,Nanophanerophyte,TMB,Genet,NA,NA,AUS,7,1994,2000,4,9,Diameter,Based on size,NA,S.ST
Gaura_neomexicana_ssp_coloradensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,3,1992,1994,1,4,"Number of basal leaves, and the length of the longest leaf (from rosettes) to the nearest 0.5 cm",Yes,Yes,S.ST.A
Gelidium_sesquipedale,Algae,Chromalveolata,Heterokontophyta,NA,NA,Florideophyceae,Gelidiales,Gelidiaceaeæ,Hydrophyte,MED,Ramet,NA,NA,PRT,3,1989,1991,NA,11,Cm ,Yes,NA,S.ST
Gentiana_pneumonanthe,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,Hemicryptophyte,TBM,Ramet,NA,NA,GBR,7,1987,1993,6,5,Rosette diameter,Based on size,NA,S.ST
Gentianella_campestris,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,Hemicryptophyte,TBM,Genet,NA,NA,SWE,6,1990,1995,1,6,Yes,Based on size & age,Yes,S.A
Geonoma_brevispatha,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,BRA,3,2001,2003,1,4,NA,Yes,NA,ST
Geonoma_deversa,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,BOL,4,1996,1999,3,19,Leaf number & Stem length,Yes,NA,S.ST
Geonoma_macrostachys,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,ECU,2,1997,1998,1,10,Leaf length,NA,Yes,ST.A
Geonoma_orbignyana,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,COL,2,1999,2000,1,11,NA,Yes,NA,ST
Geranium_sylvaticum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Geraniales,Geraniaceae,Hemicryptophyte,BOR,Genet,NA,NA,FIN,2,2003,2004,3,8,"Plant height, length of the longest leaf, number of flower buds, number of fruits",NA,NA,S
Geum_reptans,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Hemicryptophyte,TBM,Ramet,NA,NA,CHE,3,2000,2002,2,5,"Number of leafes, leaf rosettes",Yes,NA,S.ST
Geum_rivale,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Hemicryptophyte,TBM,Ramet,NA,NA,SWE,6,1993,1998,1,5,Height of stem from soil to rosette,Based on size,NA,S
Grias_peruviana,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Lecythidaceae,Mesophanerophyte,MON,Genet,NA,NA,PER,2,1984,1985,1,9,Height and basal diameter,NA,NA,S
Guarianthe_aurantiaca,Epiphyte,Plantae,Magnoliopsida,Angiosperm,Eudicot,Magnoliopsida,Zygophyllales,Zygophyllaceae,Epiphyte,TMB,Genet,NA,NA,MEX,2,2003,2004,2,13,Height and DBH,NA,NA,S
Guaiacum_sanctum,Tree,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Epiphyte,TMB,Genet,NA,NA,MEX,3,2004,2006,1,5,Yes,NA,NA,S
Haplopappus_radiatus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,DES,Genet,NA,NA,USA,10,1991,2000,10,4,Number of seeds per capita,Based on size,NA,S
Harrisia_fragrans,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Mesophanerophyte,DES,Genet,NA,NA,USA,9,1988,1996,2,6,Stem length & arm to 0NA05 dm,NA,NA,S
Hedyotis_nigricans,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Rubiaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,29,1944,1972,1,2,NA,NA,Yes,A
Helenium_virginicum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Genet,NA,NA,USA,16,1986,2001,1,4,Longest leaf length,Based on size,NA,S
Helianthemum_juliae,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,Nanophanerophyte,MED,Genet,NA,NA,ESP,10,1992,2001,1,4,Height,Based on size,NA,S
Helianthus_divaricatus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Geophyte,BOR,Genet,NA,NA,CAN,3,1992,1994,2,4,Height,Based on size,NA,S
Heliconia_acuminata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Zingiberales,Heliconiaceae,Geophyte,TMB,Genet,NA,NA,BRA,3,1998,2000,1,6,Vegetative shoot number,Yes,NA,S.ST
Heracleum_mantegazzianum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Hemicryptophyte,TBM,Genet,NA,NA,CZE,3,2002,2004,5,4,Leaf number & + leaf length,Yes,NA,S.ST
Heteropogon_contortus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TGV,Genet,NA,NA,ZAF,6,1984,1989,2,4,Tuft circumference,NA,NA,S
Heteropsis_flexuosa,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Araceae,Epiphyte,TMB,Ramet,NA,NA,COL,4,1998,2001,1,39,Upper and lower height,Yes,NA,S.ST
Heteropsis_macrophylla,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Araceae,Epiphyte,TMB,Ramet,NA,NA,COL,4,1998,2001,1,41,Upper and lower height,Yes,NA,S.ST
Heteropsis_oblongifolia,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Araceae,Epiphyte,TMB,Ramet,NA,NA,COL,4,1998,2001,1,16,Upper and lower height,Yes,NA,S.ST
Hieracium_floribundum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,2,1970,1971,1,4,NA,Yes,NA,ST
Hilaria_mutica,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,DES,Genet,NA,NA,MEX,3,1996,1998,1,4,Culm number,NA,NA,S
Himantoglossum_hircinum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Geophyte,TBM,Genet,NA,NA,DEU,26,1976,2001,1,5,Leaf number,Yes,NA,S.ST
Horkelia_congesta,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,7,1993,1999,1,6,Rosette diameter,Based on size,NA,S
Hudsonia_montana,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,Chamaephyte,TBM,Genet,NA,NA,USA,5,1985,1989,3,5,Ground cover,NA,NA,S
Hydrangea_paniculata,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Cornales,Hydrangeaceae,Nanophanerophyte,TBM,Ramet,NA,NA,JPN,6,1995,2000,1,7,Height & DBH,Based on size,NA,S
Hydrastis_canadensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Geophyte,BOR,Ramet,NA,NA,USA,3,1998,2000,3,6,Leaf width,Yes,NA,S.ST
Hylocomium_splendens,Bryophyte,Plantae,Bryophyta,NA,NA,Bryopsida,Hypnales,Hylocomiaceae,Epiphyte,BOR,Genet,NA,NA,NOR,6,1992,1997,7,6,number of growing points,Yes,Yes,S.ST.A
Hymenoxys_herbacea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Geophyte,TBM,Ramet,NA,NA,CAN,2,1999,2000,2,3,number leaves,Based on size,NA,S
Hyparrhenia_diplandra,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TMB,Genet,NA,NA,CIV,4,1996,1999,1,4,Tuft diameter,NA,NA,S
Hypericum_cumulicola,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Theales,Clusiaceae,Hemicryptophyte,TCF,Genet,NA,NA,USA,6,1994,1999,16,6,Height,Based on size & age,Yes,S.ST.A
Hypochaeris_radicata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TBM,Ramet,NA,NA,NLD,5,1999,2003,5,6,Leaf length & stem number,Based on size,NA,S
Ipomoea_leptophylla,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Solanales,Convolvulaceae,Chamaephyte,TGS,Genet,NA,NA,USA,11,1979,1989,2,4,Aboveground size,NA,NA,S
Ipomopsis_aggregata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,Hemicryptophyte,DES,Genet,NA,NA,USA,10,1995,2004,3,7,NA,NA,Yes,A
Iriartea_deltoidea,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,Megaphanerophyte,TMB,Genet,NA,NA,BRA,3,1987,1989,5,6,Height,NA,NA,S
Iridaea_splendens,Algae,Plantae,Rhodophyta,NA,NA,Rhodophyceae,Gigartinales,Gigartinaceae,Hydrophyte,TEU,Genet,NA,NA,CAN,3,1985,1987,1,8,Cm,Yes,NA,S.ST
Iris_germanica,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,Geophyte,TGS,Genet,NA,NA,USA,2,2007,2008,1,3,NA,Yes,NA,ST
Isatis_tinctoria,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Hemicryptophyte,DES,Genet,NA,NA,USA,2,1982,1983,11,6,NA,Based on age,Yes,A
Juniperus_procera,Tree,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Cupressaceae,Mesophanerophyte,DES,Genet,NA,NA,ETH,1,2003,2003,1,11,DBH,NA,NA,S
Jurinea_fontqueri,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Geophyte,MED,Genet,NA,NA,ESP,6,2001,2006,1,3,Diameter,NA,NA,S
Kosteletzkya_pentacarpos,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Malvaceae,Geophyte,MED,Genet,NA,NA,ESP,9,1996,2004,1,3,"Basal diameter, Stem length, Branching, Leaf number",Yes,NA,S
Kunkeliella_subsucculenta,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Santalales,Santalaceae,Chamaephyte,MED,Genet,NA,NA,ESP,6,2001,2006,1,3,Volumen,NA,NA,S
Laccosperma_secundiflorum,Liana,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,TMB,Genet,NA,NA,CIV,3,2003,2005,1,4,Stem length,Yes,NA,S.ST
Lactuca_virosa,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,DES,Genet,NA,NA,GBR,4,1973,1976,10,4,NA,Yes,NA,ST
Laminaria_digitata,Algae,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Laminariaceae,Hydrophyte,TBM,Genet,NA,NA,CAN,10,1982,1991,1,5,Length ,NA,NA,S
Lathyrus_vernus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Geophyte,TBM,Genet,NA,NA,SWE,4,1988,1991,10,7,Volume,Based on size,NA,S
Lepanthes_eltoroensis,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Epiphyte,TMB,Genet,NA,NA,USA,3,1994,1996,4,5,NA,Yes,NA,ST
Lepanthes_rubripetala,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Epiphyte,TMB,Genet,NA,NA,USA,14,1994,2007,6,5,NA,Yes,NA,ST
Lepanthes_rupestris,Epiphyte,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Asparagales,Orchidaceae,Epiphyte,TMB,Genet,NA,NA,USA,3,1994,1996,7,6,NA,Yes,NA,ST
Lepidium_davisii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Hemicryptophyte,TCF,Genet,NA,NA,USA,5,1991,1995,3,3,NA,Yes,NA,ST
Leptocoryphium_lanatum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TMB,Genet,NA,NA,VEN,2,1984,1985,1,5,"Height (cm), Number of leaves ",NA,NA,S
Lespedeza_cuneata,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,TGS,Genet,NA,NA,USA,2,2005,2006,1,6,Branch number,NA,NA,S
Lespedeza_cuneata_2,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,TGS,Genet,NA,NA,USA,2,2007,2008,1,6,NA,Yes,NA,ST
Lesquerella_ovalifolia,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Capparales,Brassicaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,29,1944,1972,1,2,NA,NA,Yes,A
Liatris_scariosa,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,6,1995,2000,80,5,NA,Yes,NA,ST
Licania_heteromorpha,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Chrysobalanaceae,Megaphanerophyte,TMB,Genet,NA,NA,BRA,3,2003,2005,1,48,DBH,NA,NA,S
Licaria_mahuba,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,Megaphanerophyte,TMB,Genet,NA,NA,BRA,3,2003,2005,1,28,DBH,NA,NA,S
Limonium_carolinianum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,Helophyte,TBM,Genet,NA,NA,CAN,4,1996,1999,1,7,Ramet number,Based on size,NA,S
Limonium_erectum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,Chamaephyte,MED,Genet,NA,NA,ESP,6,2001,2006,1,3,Diameter,NA,NA,S
Limonium_geronense,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,Geophyte,MED,Genet,NA,NA,ESP,6,2001,2006,2,4,Height,NA,NA,S
Lindera_benzoin,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,Nanophanerophyte,TBM,Genet,NA,NA,USA,2,1991,1992,1,10,"Height, Basal diameter, Ramet volume",Based on size,NA,S
Lindera_umbellata,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,Nanophanerophyte,TBM,Ramet,NA,NA,JPN,6,1995,2000,1,7,Height & DBH,NA,NA,S
Linum_catharticum,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Linaceae,Hemicryptophyte,TBM,Genet,NA,NA,NLD,4,1980,1983,36,4,NA,Yes,Yes,ST.A
Lobularia_maritima,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,6,1993,1998,1,5,Flowering stalk number,Based on size,NA,S
Lomatium_bradshawii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Chamaephyte,TCF,Genet,NA,NA,USA,10,1988,1997,5,5,Leaf number & Umbel number,Based on size,NA,S
Lomatium_cookii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Chamaephyte,TCF,Genet,NA,NA,USA,6,1994,1999,2,6,Leaf number & Umbel number,Based on size,NA,S
Lonicera_maackii,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Caprifoliaceae ,Chamaephyte,TBM,Genet,NA,NA,USA,2,2007,2008,1,4,NA,Yes,NA,ST
Lotus_arinagensis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Hemicryptophyte,MED,Genet,NA,NA,ESP,6,2001,2006,2,4,Diameter,NA,NA,S
Lupinus_arboreus,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Nanophanerophyte,DES,Genet,NA,NA,USA,6,1999,2004,2,9,Canopy area,Based on size,NA,S
Lupinus_tidestromii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,DES,Genet,NA,NA,USA,3,2005,2007,2,4,NA,Yes,NA,ST
Machaerium_cuspidatum,Liana,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Megaphanerophyte,TMB,Ramet,NA,NA,ECU,4,1997,2000,8,9,Height & Diameter,Based on size,NA,S
Macrocystis_pyrifera,Algae,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Laminariaceae,Hydrophyte,TGS,Genet,NA,NA,NZL,1,1988,1988,1,7,NA,Yes,NA,ST
Magnolia_salicifolia,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Magnoliaceae,Mesophanerophyte,TBM,Ramet,NA,NA,JPN,6,1995,2000,1,7,Height & DBH,Based on size,NA,S
Melaleuca_viridiflora,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,Mesophanerophyte,TGV,Genet,NA,NA,AUS,4,1998,2001,1,5,Height,Yes,NA,S.ST
Mammillaria_crucigera,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Chamaephyte,TGV,Genet,NA,NA,MEX,3,1997,1999,1,8,Area,Based on size,NA,S
Mammillaria_gaumeri,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Chamaephyte,TGV,Ramet,NA,NA,MEX,4,2004,2007,8,10,Diameter,NA,NA,S
Mammillaria_huitzilopochtli,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Chamaephyte,TGV,Genet,NA,NA,MEX,6,1999,2004,2,5,Cm,Yes,NA,S.ST
Mammillaria_magnimamma,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Chamaephyte,TGV,Genet,NA,NA,MEX,3,1996,1998,2,7,Stem diameter,Based on size,NA,S
Mammillaria_pectinifera,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Chamaephyte,TGV,Genet,NA,NA,MEX,2,1996,1997,1,5,Diameter,Based on size,NA,S
Manglietia_fordiana,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Magnoliaceae,Mesophanerophyte,TMB,Genet,NA,NA,VNM,3,2003,2005,1,14,Height & DBH,NA,NA,S
Manilkara_zapota,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sapotaceae,Mesophanerophyte,TMB,Genet,NA,NA,MEX,3,1998,2000,1,9,"Presence of cotyledons, plant height, length of the largest leaf, DBH",Yes,NA,S.ST
Mauritaria_flexuosa,Palm,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Megaphanerophyte,TMB,Genet,NA,NA,ECU,3,1994,1996,1,7,"Palm height, leaf counts",NA,NA,S
Miconia_albicans,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,Nanophanerophyte,TGV,Genet,NA,NA,BRA,5,1991,1995,1,13,Stem diameter,Based on size,NA,S
Miconia_prasina,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,Nanophanerophyte,TMB,Ramet,NA,NA,USA,3,1995,1997,4,4,Height & Diameter,Based on size,NA,S
Microberlinia_bisulcata,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TMB,Genet,NA,NA,CMR,3,2007,2009,1,6,DBH,Based on size,NA,S
Mimulus_cardinalis,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Geophyte,TGS,Genet,NA,NA,USA,3,2001,2003,4,4,Stem length,Based on size,NA,S
Mimulus_guttatus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Hemicryptophyte,TGS,Genet,NA,NA,USA,3,2000,2002,2,3,NA,Yes,NA,ST
Mimulus_lewisii,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Geophyte,TGS,Genet,NA,NA,USA,3,2001,2003,4,4,Stem length,Based on size,NA,S
Minuartia_obtusiloba,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Hemicryptophyte,DES,Genet,NA,NA,USA,4,1998,2001,3,9,Sumber of rosettes and size,Based on size,NA,S
Molinia_caerulea,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,TBM,Genet,NA,NA,BEL,4,1997,2000,1,5,Rosette diameter,Based on size & age,Yes,S.A
Mora_paraensis,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,TMB,Genet,NA,NA,BRA,3,2003,2005,1,48,DBH,NA,NA,S
Mulinum_spinosum,Shrub,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Chamaephyte,TGS,Genet,NA,NA,ARG,7,1997,2003,1,3,Height and two perpendicular diameters,NA,NA,S
Myrsine_guianensis,Tree,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Myrsinaceae,Mesophanerophyte,TGV,Genet,NA,NA,BRA,5,1991,1995,1,15,Stem diameter,Based on size,NA,S
Narcissus_poeticus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,TBM,Genet,NA,NA,USA,2,2007,2008,1,3,Leaf number,Based on size,NA,S
Narcissus_pseudonarcissus,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,TBM,Genet,NA,NA,GBR,6,1973,1978,1,3,NA,Yes,NA,ST
Nardostachys_grandiflora,Herbaceous perennial,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Valerianaceae,Geophyte,TSC,Genet,NA,NA,NPL,4,1999,2002,2,6,NA,Yes,NA,ST
Neobuxbaumia_macrocephala,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Mesophanerophyte,TSC,Genet,NA,NA,MEX,4,1999,2002,1,10,Stem length,Based on size,NA,S
Neobuxbaumia_mezcalaensis,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Mesophanerophyte,TSC,Genet,NA,NA,MEX,4,1999,2002,1,10,Stem length,Based on size,NA,S
Neobuxbaumia_tetetzo,Succulent,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Mesophanerophyte,TSC,Genet,NA,NA,MEX,4,1999,2002,1,10,Stem length,Based on size,NA,S
